CreationTime          LastWriteTime         FullName
3/1/2026 5:02:39 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\gross-up.html
3/1/2026 5:03:38 PM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\breakpoint.html
3/1/2026 5:06:51 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\change-of-us...
3/1/2026 5:08:08 PM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\adaptive-reu...
3/1/2026 5:09:19 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\ground-up-de...
3/1/2026 5:10:42 PM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\building-per...
3/1/2026 6:12:55 PM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\anchor-tenan...
3/1/2026 7:04:20 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\price.html
3/1/2026 8:00:28 PM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\takeout-fina...
3/1/2026 8:03:50 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\eminen-domai...
3/1/2026 8:05:17 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\condemnation...
3/1/2026 8:07:35 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\quiet-title....
3/1/2026 8:09:35 PM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\title-defect...
3/1/2026 8:12:42 PM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\adverse-poss...
3/1/2026 8:15:21 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\chain-of-tit...
3/1/2026 8:17:24 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\cloud-on-tit...
3/1/2026 8:17:39 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\opportunity-...
3/1/2026 8:24:54 PM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\sensitivity-...
3/1/2026 8:34:47 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\impact-fees....
3/1/2026 8:40:18 PM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\novation.html
3/1/2026 8:43:35 PM   3/1/2026 8:44:36 PM   C:\MGU\desk\lessons\old wam-misc\setback.html
3/2/2026 11:45:07 PM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\density.html
3/2/2026 11:48:29 PM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\lot-coverage...
3/2/2026 11:49:20 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\site-plan.html
3/2/2026 11:50:44 PM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\entitlement-...
3/2/2026 11:51:30 PM  3/2/2026 11:52:29 PM  C:\MGU\desk\lessons\old wam-misc\cost-overrun.html
3/2/2026 11:53:11 PM  3/2/2026 11:54:34 PM  C:\MGU\desk\lessons\old wam-misc\gmp-contract.html
3/2/2026 11:54:55 PM  3/2/2026 11:56:29 PM  C:\MGU\desk\lessons\old wam-misc\draw-schedule.html
3/2/2026 11:57:14 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\turnoveer-ra...
3/2/2026 11:58:29 PM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\delinquency-...
3/2/2026 11:59:04 PM  3/2/2026 11:59:04 PM  C:\MGU\desk\lessons\old wam-misc\unit-turn.html
3/3/2026 12:02:21 AM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\tenant-defau...
3/3/2026 12:03:59 AM  3/3/2026 12:03:59 AM  C:\MGU\desk\lessons\old wam-misc\sublease.html
3/3/2026 12:06:03 AM  3/3/2026 12:06:03 AM  C:\MGU\desk\lessons\old wam-misc\assignment-of-lease.html
3/3/2026 12:08:13 AM  3/3/2026 12:08:13 AM  C:\MGU\desk\lessons\old wam-misc\use-clause.html
3/3/2026 12:09:08 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\exclusive-cl...
3/3/2026 12:43:38 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\kick-out-cla...
3/3/2026 12:46:03 AM  3/3/2026 12:46:32 AM  C:\MGU\desk\lessons\old wam-misc\rent-escalation.html
3/3/2026 12:48:05 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\cpi-adjustme...
3/3/2026 12:49:02 AM  5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\base-year.html
3/3/2026 12:53:24 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\expense-pass...
3/3/2026 12:55:29 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\community-pr...
3/3/2026 12:55:57 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\joint-tenanc...
3/3/2026 12:57:01 AM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\right-of-sur...
3/3/2026 12:58:33 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\estate.html
3/3/2026 12:58:39 AM  5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\estate-plann...
3/3/2026 1:11:00 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\assignment-c...
3/3/2026 1:11:44 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\recapture-cl...
3/3/2026 1:16:37 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\profit-shari...
3/3/2026 1:17:25 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\basis-risk.html
3/3/2026 1:19:38 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\interest-rat...
3/3/2026 1:19:54 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\ownership-st...
3/3/2026 1:22:38 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\duration.html
3/3/2026 1:24:19 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\probate.html
3/3/2026 1:24:48 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\liquidty-ris...
3/3/2026 1:25:09 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\concentratio...
3/3/2026 1:27:00 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\counterparty...
3/3/2026 1:27:40 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\performance-...
3/3/2026 1:28:16 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\economic-cyc...
3/3/2026 1:29:09 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\market-risk....
3/3/2026 1:30:21 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\credit-risk....
3/3/2026 1:31:18 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\operational-...
3/3/2026 1:32:18 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\interest-rat...
3/3/2026 1:32:55 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\cap-rate-exp...
3/3/2026 1:33:13 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\cap-rate-com...
3/3/2026 1:35:26 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\break-even-r...
3/3/2026 1:35:56 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\trust.html
3/3/2026 1:36:08 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\stress-scena...
3/3/2026 1:37:58 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\retail.html
3/3/2026 1:38:29 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\office-prope...
3/3/2026 1:39:19 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\retail-prope...
3/3/2026 1:40:20 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\industrial-p...
3/3/2026 1:43:57 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\mixed-use-pr...
3/3/2026 1:45:17 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\medical-offi...
3/3/2026 1:45:59 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\self-storage...
3/3/2026 1:46:52 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\mobile-park-...
3/3/2026 1:47:40 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\build-to-ren...
3/3/2026 1:48:35 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\build-to-ren...
3/3/2026 1:49:14 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\class-a.html
3/3/2026 1:50:43 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\class-b.html
3/3/2026 1:50:55 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\class-c.html
3/3/2026 1:51:52 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\single-famil...
3/3/2026 1:54:32 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\core.html
3/3/2026 1:56:50 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\core-plus.html
3/3/2026 1:58:41 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\depreciable-...
3/3/2026 1:59:43 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\capital-impr...
3/3/2026 2:01:39 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\cost-basis.html
3/3/2026 2:02:03 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\tax-shield.html
3/3/2026 2:02:32 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\installment-...
3/3/2026 2:03:24 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\interest-exp...
3/3/2026 2:06:56 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\seller-finan...
3/3/2026 2:07:31 AM   5/15/2026 1:16:32 PM  C:\MGU\department\professional-studies\real-estate\glossary\adjusted-gro...
3/3/2026 2:55:08 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\cost-overrun...
3/3/2026 2:57:38 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\draw-schedul...
3/3/2026 3:36:27 AM   5/15/2026 1:16:33 PM  C:\MGU\department\professional-studies\real-estate\glossary\opportunisti...
3/3/2026 4:04:36 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\rent-escalat...
3/3/2026 4:20:53 AM   5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\glossary\use-clause.html
3/9/2026 10:21:29 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-1\index.html
3/9/2026 10:30:27 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-2\index.html
3/9/2026 10:32:27 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-3\index.html
3/9/2026 10:33:28 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-4\index.html
3/9/2026 10:34:26 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-5\index.html
3/9/2026 10:35:24 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-6\index.html
3/9/2026 10:38:43 PM  5/15/2026 1:16:35 PM  C:\MGU\department\professional-studies\real-estate\unit-7\index.html
3/9/2026 10:41:04 PM  5/15/2026 1:16:35 PM  C:\MGU\department\professional-studies\real-estate\unit-8\index.html
3/9/2026 10:42:15 PM  3/9/2026 10:42:15 PM  C:\MGU\desk\lessons\old wam-misc\a-note.html
3/9/2026 10:42:49 PM  5/15/2026 1:16:35 PM  C:\MGU\department\professional-studies\real-estate\unit-9\index.html
3/9/2026 10:44:07 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-10\index.html
3/9/2026 10:57:42 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-11\index.html
3/9/2026 11:10:30 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-13\index.html
3/9/2026 11:10:30 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-12\index.html
3/9/2026 11:13:48 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-14\index.html
3/9/2026 11:14:41 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-15\index.html
3/9/2026 11:15:31 PM  3/9/2026 11:15:31 PM  C:\MGU\desk\lessons\professional studies\real estate track\units.txt
3/9/2026 11:16:30 PM  3/9/2026 11:16:30 PM  C:\MGU\desk\lessons\professional studies\real estate track\Lesson Struct...
3/9/2026 11:17:05 PM  3/9/2026 11:17:05 PM  C:\MGU\desk\lessons\professional studies\real estate track\Standard Less...
3/9/2026 11:17:21 PM  3/9/2026 11:17:21 PM  C:\MGU\desk\lessons\professional studies\real estate track\The 25 Core R...
3/9/2026 11:17:35 PM  3/9/2026 11:17:35 PM  C:\MGU\desk\lessons\professional studies\real estate track\50 Essential ...
3/9/2026 11:17:46 PM  3/9/2026 11:17:46 PM  C:\MGU\desk\lessons\professional studies\real estate track\12 Core Analy...
3/9/2026 11:17:51 PM  3/9/2026 11:17:51 PM  C:\MGU\desk\lessons\professional studies\real estate track\12 Investor P...
3/9/2026 11:18:02 PM  3/9/2026 11:18:02 PM  C:\MGU\desk\lessons\professional studies\real estate track\The Five Pill...
3/9/2026 11:18:14 PM  3/9/2026 11:18:14 PM  C:\MGU\desk\lessons\professional studies\real estate track\case studies.txt
3/9/2026 11:18:30 PM  5/15/2026 1:16:34 PM  C:\MGU\department\professional-studies\real-estate\unit-16\index.html
3/10/2026 1:57:45 AM  3/10/2026 1:57:45 AM  C:\MGU\desk\lessons\professional studies\real estate track\convseration ...
3/10/2026 1:58:13 AM  3/10/2026 1:58:21 AM  C:\MGU\desk\lessons\professional studies\real estate track\convseration ...
3/10/2026 2:24:36 AM  3/10/2026 2:24:36 AM  C:\MGU\desk\lessons\professional studies\real estate track\Lessons in Th...
3/10/2026 2:25:26 AM  3/10/2026 2:25:26 AM  C:\MGU\desk\lessons\professional studies\real estate track\Lessons in Th...
3/10/2026 2:25:47 AM  3/10/2026 2:25:47 AM  C:\MGU\desk\lessons\professional studies\real estate track\first.txt
3/10/2026 2:25:59 AM  3/10/2026 2:25:59 AM  C:\MGU\desk\lessons\professional studies\real estate track\second.txt
3/10/2026 2:26:08 AM  3/10/2026 2:26:08 AM  C:\MGU\desk\lessons\professional studies\real estate track\third.txt
3/10/2026 2:26:19 AM  3/10/2026 2:26:19 AM  C:\MGU\desk\lessons\professional studies\real estate track\fourth.txt
3/10/2026 2:26:30 AM  3/10/2026 2:26:30 AM  C:\MGU\desk\lessons\professional studies\real estate track\outlines
3/10/2026 2:27:31 AM  3/10/2026 2:27:31 AM  C:\MGU\desk\lessons\professional studies\real estate track\process
3/10/2026 2:28:07 AM  3/10/2026 2:28:07 AM  C:\MGU\desk\lessons\professional studies\real estate track\The Real Esta...
3/10/2026 2:28:42 AM  3/10/2026 2:28:42 AM  C:\MGU\desk\lessons\professional studies\real estate track\final unit order
3/10/2026 2:28:55 AM  3/10/2026 2:28:55 AM  C:\MGU\desk\lessons\professional studies\real estate track\final
3/10/2026 2:29:23 AM  3/10/2026 2:29:23 AM  C:\MGU\desk\lessons\professional studies\real estate track\fifth.txt
3/10/2026 2:29:32 AM  3/10/2026 2:29:32 AM  C:\MGU\desk\lessons\professional studies\real estate track\sixth.txt
3/10/2026 2:30:33 AM  3/10/2026 2:30:33 AM  C:\MGU\desk\lessons\professional studies\real estate track\old order.txt
3/10/2026 2:31:04 AM  3/10/2026 2:31:05 AM  C:\MGU\desk\lessons\professional studies\real estate track\old order par...
3/10/2026 2:42:20 AM  3/9/2026 10:27:04 PM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  3/1/2026 3:44:34 PM   C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  3/1/2026 12:42:54 AM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  2/28/2026 11:32:25 PM C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  3/1/2026 5:09:08 PM   C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  2/28/2026 4:11:48 PM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  2/28/2026 1:07:04 AM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  2/28/2026 1:20:48 AM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:20 AM  3/3/2026 2:07:31 AM   C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:21 AM  3/1/2026 1:13:03 PM   C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:21 AM  3/1/2026 8:12:42 PM   C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
3/10/2026 2:42:21 AM  2/28/2026 1:07:44 AM  C:\MGU\desk\lessons\professional studies\real estate track\real-estate-t...
